id,title,year,rating,category,cast,director,summary,poster,created_at,updated_at
259,In Secret,2013,2,Romantic Movies,"Elizabeth Olsen, Oscar Isaac, Tom Felton, Jessica Lange, Shirley Henderson, Matt Lucas, Mackenzie Crook, John Kavanagh",Charlie Stratton,"Trapped in a loveless marriage, Therese Raquin seeks solace in the arms of an attentive lover. But her quest for happiness may lead to tragedy.",http://netflixroulette.net/api/posters/70262780.jpg,2016-04-29 03:15:10 UTC,2016-04-29 03:15:10 UTC
260,The People That Time Forgot,1977,3,Sci-Fi & Fantasy,"Patrick Wayne, Doug McClure, Sarah Douglas, Dana Gillespie, Thorley Walters, Shane Rimmer, Tony Britton, John Hallam, David Prowse, Kiran Shah",Kevin Connor,"Maj. Ben McBride returns to the lost island of Caprona to rescue a fellow explorer, who's battling brutal cavemen and prehistoric creatures.",http://netflixroulette.net/api/posters/60021614.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
261,Diana,2013,3,Dramas,"Naomi Watts, Naveen Andrews, Cas Anvar, Douglas Hodge, Geraldine James, Charles Edwards, Juliet Stevenson, Daniel Pirrie",Oliver Hirschbiegel,"In the two years before her death, Princess Diana embarks on a vital campaign to ban landmines and on a passionate love affair with Dr. Hasnat Khan.",http://netflixroulette.net/api/posters/70291112.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
262,Masterpiece Classic: Mansfield Park,2007,3,Dramas,"Billie Piper, Blake Ritson, Jemma Redgrave, Douglas Hodge, Maggie O'Neill, James D'Arcy, Michelle Ryan, Rory Kinnear, Hayley Atwell",Iain B. MacDonald,"Poor Fanny Price finds herself out of her element when she's sent to live with her wealthy aunt and uncle in this adaptation of Jane Austen's novel. As she grows into adulthood, Fanny struggles to fit in amid her spoiled, rich cousins.",http://netflixroulette.net/api/posters/70085433.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
263,Salome's Last Dance,1988,2,Comedies,"Glenda Jackson, Stratford Johns, Nickolas Grace, Douglas Hodge, Imogen Millais-Scott, Denis Lill, Russell Lee Nash, Ken Russell",Ken Russell,"Framed as a play within a film, this surreal adaptation of Oscar Wilde's ""Salome"" -- the tale of a biblical temptress -- follows the dramatist as he watches a performance of his title work while lounging in a bordello with his lover.",http://netflixroulette.net/api/posters/929118.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
264,Middlemarch,1994,3,TV Shows,"Juliet Aubrey, Douglas Hodge, Robert Hardy, Peter Jeffrey, Trevyn McDowell, Rufus Sewell, Jonathan Firth, Julian Wadham, Colum Convey, Simon Chandler","","Adapted from George Eliot's novel, this BBC miniseries tells the story of virtuous Dr. Lydgate, who heads up Middlemarch's hospital, and well-do-to Dorothea, who's determined to help the needy.",http://netflixroulette.net/api/posters/70202590.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
265,Broken,2012,2,Dramas,"Tim Roth, Eloise Laurence, Cillian Murphy, Rory Kinnear, Robert Emms, Zana Marjanovic, Clare Burt, Denis Lawson, Bill Milner, George Sargeant",Rufus Norris,"In this poignant coming-of-age tale, Skunk, a precocious and diabetic 11-year-old, lives happily with her brother and father in a suburban English neighborhood until an act of violence initiates her into the often-baffling world of adulthood.",http://netflixroulette.net/api/posters/70243239.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
266,The Wind That Shakes the Barley,2006,3,Dramas,"Cillian Murphy, Liam Cunningham, William Ruane, Padraic Delaney, Gerard Kearney, Fergus Burke, Niall McCarthy, Siobhan McSweeney, Aidan O'Hare",Ken Loach,"As political tensions brew in early 1920s Ireland, brothers Damien and Teddy (Cillian Murphy and Padraic Delaney) abandon their civilian lives and take up arms to liberate their country from the oppressive ""Black and Tan"" squads of Britain. Winner of the Palme d'Or at the 2006 Cannes Film Festival, Ken Loach's provocative drama examines a microcosm of civil war in Cork, Ireland. Liam Cunningham co-stars.",http://netflixroulette.net/api/posters/70050587.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
267,Red Lights,2012,3,Thrillers,"Robert De Niro, Sigourney Weaver, Cillian Murphy, Elizabeth Olsen, Joely Richardson, Toby Jones, Burn Gorman, Craig Roberts, Karen Shenaz David, Jeany Spark",Rodrigo Cortés,"Professor Margaret Matheson and her assistant, Tom Buckley, set out to debunk claims of paranormal activity. During their investigation, a legendary psychic comes out of retirement, and Buckley becomes obsessed with proving he's a fraud.",http://netflixroulette.net/api/posters/70209248.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
268,Waveriders,2008,3,Documentaries,"Cillian Murphy, Richard Fitzgerald, Gabe Davies, Chris Malloy, Keith Malloy, Dan Malloy, Kelly Slater, George Freeth, Kevin Naughton, Drew Kampion",Joel Conroy,"Documentarian Joel Conroy traces the Irish origins of surfing, focusing largely on George Freeth, an Irishman of Hawaiian descent who is credited with popularizing the sport in the early 20th century.",http://netflixroulette.net/api/posters/70125136.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
269,Peaky Blinders,2013,3,TV Shows,"Cillian Murphy, Sam Neill","","A notorious gang in 1919 Birmingham, England, is led by the fierce Tommy Shelby, a crime boss set on moving up in the world no matter the cost.",http://netflixroulette.net/api/posters/80002479.jpg,2016-04-29 03:15:12 UTC,2016-04-29 03:15:12 UTC
270,We Are What We Are,2013,2,Independent Movies,"Bill Sage, Ambyr Childers, Julia Garner, Michael Parks, Wyatt Russell, Kelly McGillis, Jack Gore, Kassie Wesley DePaiva, Annemarie Lawless, Traci Hovel",Jim Mickle,"Following a family tragedy, two teenage sisters are forced by their domineering father to keep their cannibalistic clan's macabre traditions alive.",http://netflixroulette.net/api/posters/70267715.jpg,2016-04-29 03:15:57 UTC,2016-04-29 03:15:57 UTC
271,HairBrained,2013,2,Comedies,"Alex Wolff, Brendan Fraser, Julia Garner, Parker Posey, Michael Oberholtzer, Greta Lee, Teddy Bergman, Robin de Jesus, Elisabeth Hower",Billy Kent,"When 14-year old genius and outcast Eli Pettifog is rejected from Harvard, he ends up at Ivy League wannabe Whittman College. It's hate at first sight. At Whittman, Eli meets 41- year-old freshman Leo Searly.",http://netflixroulette.net/api/posters/70300466.jpg,2016-04-29 03:15:57 UTC,2016-04-29 03:15:57 UTC
272,Hick,2011,3,Dramas,"Chloë Grace Moretz, Blake Lively, Alec Baldwin, Eddie Redmayne, Rory Culkin, Juliette Lewis, Ray McKinnon, Anson Mount, Robert Baker",Derick Martini,"Teenage Luli is fed up with her drunken parents' brawls and decides to leave Nebraska for Las Vegas. Along the way, a wily con artist and a sullen drifter each try to lay claim to the conflicted girl's future.",http://netflixroulette.net/api/posters/70209160.jpg,2016-04-29 03:15:57 UTC,2016-04-29 03:15:57 UTC
273,Twelve,2010,3,Dramas,"Chace Crawford, 50 Cent, Emma Roberts, Rory Culkin, Billy Magnussen, Emily Meade, Esti Ginzburg, Jeremy Allen White, Zoë Kravitz, Anthony Quarles",Joel Schumacher,High school dropout White Mike is living large dealing an Ecstasy-like pill called Twelve to rich teens on New York's Upper East Side. But his luck changes fast when his cousin is killed and his best friend is arrested for the crime.,http://netflixroulette.net/api/posters/70124558.jpg,2016-04-29 03:15:57 UTC,2016-04-29 03:15:57 UTC
274,Mean Creek,2004,3,Dramas,"Rory Culkin, Ryan Kelley, Scott Mechlowicz, Trevor Morgan, Josh Peck, Carly Schroeder, Branden Williams, Raissa Fleming, Heath Lourwood",Jacob Aaron Estes,A group of small-town teens sets out on a trip to celebrate their youngest member's birthday -- but it's all a ploy for payback against a bully.,http://netflixroulette.net/api/posters/70003212.jpg,2016-04-29 03:15:57 UTC,2016-04-29 03:15:57 UTC
275,Scream 4,2011,3,Horror Movies,"David Arquette, Neve Campbell, Courteney Cox, Emma Roberts, Hayden Panettiere, Anthony Anderson, Adam Brody, Rory Culkin, Mary McDonnell, Marley Shelton, Alison Brie, Anna Paquin, Lucy Hale, Kristen Bell",Wes Craven,"Perennial survivor Sidney Prescott, now a successful self-help author, returns to her hometown of Woodsboro in the fourth act of the Scream franchise.",http://netflixroulette.net/api/posters/70176653.jpg,2016-04-29 03:15:57 UTC,2016-04-29 03:15:57 UTC
276,Good Boy!,2003,3,Children & Family Movies,"Molly Shannon, Liam Aiken, Kevin Nealon, Brittany Moldowan, Hunter Elliott, Mikhael Speidel, Matthew Broderick, Delta Burke, Donald Faison, Vanessa Redgrave",John Hoffman,"A young boy adopts a stray pup, but soon learns that dogs are aliens sent to Earth to prepare for a canine invasion from outer space.",http://netflixroulette.net/api/posters/60031233.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
277,How To Be A Man,2013,3,Comedies,"Gavin McInnes, Liam Aiken, Megan Neuringer, Marisa Redanty, Helen Rogers, Jasmine Osborne, Nigel DeFriez, Paulo Costanzo",Chadd Harbold,"Believing he's dying, former comedian Mark hires a young cameraman to capture important life lessons for his unborn son on video.",http://netflixroulette.net/api/posters/70298523.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
278,A Gifted Man,2012,4,TV Shows,"Patrick Wilson, Jennifer Ehle, Shirley Roeca, Susie Abromeit, Liam Aiken, Julie Benz, Sakina Jaffrey, Rachelle Lefevre, Margo Martindale, James McCaffrey","","This metaphysical drama begins with surgeon Michael Holt having a chance encounter with his ex-wife, Anna ... and then learning she died two weeks earlier in a car crash. Her ensuing visits from beyond the grave soon begin to alter his life.",http://netflixroulette.net/api/posters/70197047.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
279,Bad Parents,2012,2,Comedies,"Janeane Garofalo, Christopher Titus, Michael Boatman, Cheri Oteri, Bill Sage, Reiko Aylesworth, Rebecca Budig, Ben Bailey, Kristen Johnston, Bradley White",Caytha Jentis,"When a suburban mom enrolls her kid on a soccer team, she is thrust into a world of overzealous parents who take competition personally. The coach is as juvenile as the parents, and when the team gets a shot at the finals, the tantrums start to fly.",http://netflixroulette.net/api/posters/70277796.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
280,American Psycho,2000,3,Dramas,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage, Chloë Sevigny, Reese Witherspoon, Samantha Mathis, Matt Ross, Jared Leto, Willem Dafoe",Mary Harron,"With a chiseled chin and physique, Patrick Bateman's looks make him the ideal yuppie -- and the ideal serial killer. Bateman takes pathological pride in his business card and his CD collection, all while plotting his next victim's vivisection.",http://netflixroulette.net/api/posters/60000861.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
281,Double Parked,2000,3,Comedies,"Callie Thorne, Rufus Read, Noah Fleiss, Bill Sage, Cassandra Morris, P.J. Brown, Michelle Hurd, Eileen Galindo, Lanny Flaherty, Anthony de Sando",Stephen Kinsella,"As single mother Rita Ronaldi struggles to earn a living to support herself and her sickly 13-year-old son, Matt, trouble crops up when he falls under the influence of a juvenile delinquent -- who soon leads Matt astray.",http://netflixroulette.net/api/posters/60003411.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
282,Boy Wonder,2010,3,Independent Movies,"Caleb Steinmeyer, Zulay Henao, Bill Sage, Daniel Stewart Sherman, Tracy Middendorf, Chuck Cooper, John Sharian, Kether Donohue, James Russo, Alex Manette",Michael Morrissey,"A young Brooklyn boy witnesses the brutal murder of his mother and grows up obsessed with finding her killer. By day, he's a quiet, straight-A student; by night, he's a vigilante who patrols the streets.",http://netflixroulette.net/api/posters/70208234.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
283,The Atlantis Conspiracy,2000,2,Thrillers,"Amanda Donohoe, Jeremy Davies, Bill Sage, Adrienne Shelly, Paul Calderon, Danton Stone, Joey Dedio",Dean Silvers,"Lauren Marcus reluctantly moves back to New York City and is forced to decide whether she wants to reconnect with the life she abruptly left behind. When a mystery stemming from a suicide draws her in, she and two friends seek to uncover the truth.",http://netflixroulette.net/api/posters/60027888.jpg,2016-04-29 03:15:58 UTC,2016-04-29 03:15:58 UTC
284,Video Game High School,2012,4,TV Shows,"Josh Blaylock, Johanna Braddy, Brian Firenzi, Ellary Porterfield, Cynthia Watros, Jimmy Wong","","When Brian unknowingly goes up against -- and beats -- a high-ranking gamer called ""The Law,"" he's swiftly admitted to the prestigious Video Game High School, where the best of the best come to learn everything there is to know about gaming.",http://netflixroulette.net/api/posters/70291366.jpg,2016-04-29 03:15:59 UTC,2016-04-29 03:15:59 UTC
285,The Making of VGHS: The Behind the Scenes Feature Documentary,2012,3,TV Shows,"Josh Blaylock, Johanna Braddy, Brian Firenzi, Ellary Porterfield, Cynthia Watros, Jimmy Wong","","Go behind the scenes with The Making of VGHS: The Behind the Scenes Feature Documentary. Learn how Video Game High School was made, featuring special interviews with the cast and crew! Get Schooled.",http://netflixroulette.net/api/posters/70290884.jpg,2016-04-29 03:15:59 UTC,2016-04-29 03:15:59 UTC
286,TiMER,2009,3,Comedies,"Emma Caulfield, John Patrick Amedori, Michelle Borth, Desmond Harrington, JoBeth Williams, Kali Rocha, Muse Watson, Mark Harelik, Eric Jungmann, Tom Irwin",Jac Schaeffer,"In this comedic fantasy, science has facilitated the search for a soul mate via biotechnological implants that count down to the moment one is supposed to meet his or her match. But Oona (Emma Caulfield) is worried: She's nearly 30, and her TiMER isn't ticking yet. Will her dream guy get snatched up by someone else? John Patrick Amedori co-stars in this film from first-time writer and director Jac Schaeffer.",http://netflixroulette.net/api/posters/70117019.jpg,2016-04-29 03:16:00 UTC,2016-04-29 03:16:00 UTC
673,Barefoot in the Park,1967,3,Classic Movies,"Robert Redford, Jane Fonda, Charles Boyer, Mildred Natwick, Herb Edelman, Mabel Albertson, Fritz Feld",Gene Saks,"A pair of newlyweds -- he, a stuffed-shirt lawyer, she, a free spirit -- attempt to adapt to each other and life in a small Greenwich Village flat.",http://netflixroulette.net/api/posters/283790.jpg,2016-04-29 03:23:15 UTC,2016-04-29 03:23:15 UTC
287,Runaway Ralph,1988,3,"Children & Family Movies
","June Foray, Fred Savage, Ray Walston, Conchata Ferrell, Sara Gilbert, Kellie Martin, Summer Phoenix, John Clark Matthews, Mark Hamill, Nichelle Nichols",Ron Underwood,Adventurous mouse Ralph runs away from home by firing up his motorcycle and pointing his nose toward the open road. He finds his way to a summer camp where he makes friends with a shy boy and soon must defend his new pal against accusations of theft.,http://netflixroulette.net/api/posters/70135994.jpg,2016-04-29 03:16:02 UTC,2016-04-29 03:16:02 UTC
288,The Memsahib,2005,3,Dramas,"Emily Hamilton, Parvin Dabas, Glenn Fitzgerald, Sweta Keswani, Murli Sharma, Denzil Smith, Nitika Anand, Sujata Kumar, Rajesh Balwani, Bakul Thakker",Kruti Majmudar,"Shifting between the 1850s and 2000s, this film examines two East-meets-West marriages. In 2005, a Gujarati student falls in love with a British woman. In flashback, a king married to an Englishwoman tries his best to blend multiple cultures.",http://netflixroulette.net/api/posters/70041948.jpg,2016-04-29 03:16:03 UTC,2016-04-29 03:16:03 UTC
289,Finding Forrester,2000,3,Dramas,"Sean Connery, Rob Brown, F. Murray Abraham, Anna Paquin, Busta Rhymes, April Grace, Michael Pitt, Michael Nouri, Richard Easton, Glenn Fitzgerald",Gus Van Sant,"After recognizing a high school basketball star's exceptional writing talent, award-winning author William Forrester decides to mentor the youngster.",http://netflixroulette.net/api/posters/60003770.jpg,2016-04-29 03:16:03 UTC,2016-04-29 03:16:03 UTC
290,A Price Above Rubies,1998,3,Romantic Movies,"Renée Zellweger, Christopher Eccleston, Julianna Margulies, Allen Payne, Glenn Fitzgerald, Kim Hunter, John Randolph, Kathleen Chalfant, Peter Jacobson, Edie Falco",Boaz Yakin,"Married to a strictly observant Jew, a young mother craves fewer rules and more passion -- then her brother-in-law gives her a job and much more.",http://netflixroulette.net/api/posters/8177831.jpg,2016-04-29 03:16:03 UTC,2016-04-29 03:16:03 UTC
291,The Road,2009,3,Sci-Fi & Fantasy,"Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall, Guy Pearce, Molly Parker, Michael Kenneth Williams, Garret Dillahunt, Charlize Theron, Bob Jennings, Agnes Herrmann",John Hillcoat,"Set in a postapocalyptic future, this end-of-days tale follows two survivors, a father and son, who navigate an ash-covered wasteland in search of a better life -- with only a sliver of hope that salvation awaits them at the end of their journey.",http://netflixroulette.net/api/posters/70105135.jpg,2016-04-29 03:16:05 UTC,2016-04-29 03:16:05 UTC
292,Raising Hope,2010,4,TV Shows,"Lucas Neff, Martha Plimpton, Garret Dillahunt, Shannon Woodward, Cloris Leachman, Gregg Binkley, Todd Giebenhain, Kate Micucci","","Slacker Jimmy suddenly finds himself a father after a one-night stand with a murderer, but his eccentric family -- including his dim-bulb father, sarcastic mother and addled great-grandmother -- reluctantly pitches in to help with the new arrival.",http://netflixroulette.net/api/posters/70196156.jpg,2016-04-29 03:16:05 UTC,2016-04-29 03:16:05 UTC
293,The Scribbler,2014,2,Thrillers,"Katie Cassidy, Garret Dillahunt, Michelle Trachtenberg, Eliza Dushku, Michael Imperioli, Billy Campbell, Gina Gershon, Sasha Grey, Kunal Nayyar, Ashlynn Yennie",John Suits,"Suki has used the experimental Siamese Burn device to erase most of her multiple personalities, but one remains... and it may be her own identity.",http://netflixroulette.net/api/posters/70298344.jpg,2016-04-29 03:16:05 UTC,2016-04-29 03:16:05 UTC
294,I Sell the Dead,2008,3,Comedies,"Dominic Monaghan, Ron Perlman, Larry Fessenden, Angus Scrimm, John Speredakos, Eileen Colgan, Brenda Cooney, Daniel Manche, Joel Garland, James Godwin",Glenn McQuaid,"As 19th-century grave robber Arthur Blake faces the guillotine, he confesses his sins to a priest, revealing a life filled with unearthly high jinks in this macabre comedy starring Dominic Monaghan as the doomed digger and Ron Perlman as the cleric.",http://netflixroulette.net/api/posters/70114337.jpg,2016-04-29 03:16:05 UTC,2016-04-29 03:16:05 UTC
295,The Lifeguard,2013,3,Dramas,"Kristen Bell, Mamie Gummer, Martin Starr, Alex Shaffer, Amy Madigan, Joshua Harto, David Lambert",Liz Garcia,"After hitting a rough patch, 29-year-old Leigh abandons her journalism career, moves back in with her parents and gets a job as a lifeguard. Soon, she begins an affair with a teenage boy she meets at the pool.",http://netflixroulette.net/api/posters/70267478.jpg,2016-04-29 03:16:06 UTC,2016-04-29 03:16:06 UTC
296,Crawlspace,2012,3,Sci-Fi & Fantasy,"Amber Clayton, Ditch Davey, Eddie Baroo, Peta Sergeant, Fletcher Humphrys, Nicholas Bell",Justin Dix,"When a super-secret underground military facility in Australia is attacked, the government sends in an elite squadron to rescue the workers. The mission becomes even more complicated when the soldiers encounter a beautiful amnesiac in a crawlspace.",http://netflixroulette.net/api/posters/70266548.jpg,2016-04-29 03:17:37 UTC,2016-04-29 03:17:37 UTC
297,Three Rivers,2009,3,TV Shows,"Alex O'Loughlin, Katherine Moennig, Daniel Henney, Christopher J. Hanke, Justina Machado, Amber Clayton, Alfre Woodard, Devika Parikh, Owiso Odera, Joe Holt","","A world-class organ-transplant hospital in the heart of Pittsburgh, Penn. is the setting for this TV drama, which follows the tumultuous personal and professional lives of renowned surgeon Dr. Andy Yablonski and his team of transplant specialists.",http://netflixroulette.net/api/posters/70177082.jpg,2016-04-29 03:17:37 UTC,2016-04-29 03:17:37 UTC
298,From Dusk Till Dawn,1996,3,Action & Adventure,"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu, Salma Hayek, Cheech Marin, Danny Trejo, Tom Savini, Fred Williamson",Robert Rodriguez,"Two robbers take a man and his kids hostage. Racing to the Mexican border, the criminals rendezvous at a cantina -- not knowing it is a vampire den.",http://netflixroulette.net/api/posters/526264.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
299,A Farewell to Fools,2013,2,Dramas,"Gérard Depardieu, Harvey Keitel, Laura Morante, Bogdan Iancu, Alexandru Bindea, Nicodim Ungureanu, Gheorghe Visu, Hubert Damen, Adina Cartianu, Daniela Nane",Bogdan Dreyer,"In this dark drama set at the end of World War II, a battle-scarred simpleton is coerced into confessing to the crime when a Nazi soldier is murdered.",http://netflixroulette.net/api/posters/70297760.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
300,Bugsy,1991,3,Dramas,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley, Elliott Gould, Joe Mantegna, Richard C. Sarafian, Bebe Neuwirth, Gian-Carlo Scandiuzzi, Wendy Phillips",Barry Levinson,"Warren Beatty stars as gangster Bugsy Siegel, who worked hard to realize his dream of building a gambling mecca in the middle of the Nevada desert. But his affair with screen siren Virginia Hill would ultimately bring him down.",http://netflixroulette.net/api/posters/70058803.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
301,Taxi Driver,1976,3,Classic Movies,"Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks, Harvey Keitel, Leonard Harris, Peter Boyle, Victor Argo",Martin Scorsese,"After a cute political campaign worker spurns him, an unhinged New York City cabbie decides to assassinate her candidate. Meanwhile, he tries to protect a child prostitute from a smooth-talking pimp in this gripping tale of urban decay and insanity.",http://netflixroulette.net/api/posters/18907685.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
315,Nailed,2001,2,Dramas,"Harvey Keitel, Brad Rowe, Rachel Blanchard, Mary Kay Place, Dash Mihok, Lori Heuring, Gina Philips, Richard Voll",Joel Silverman,"When a passionate but turbulent affair with an emotionally troubled girl results in pregnancy, a struggling writer and his tight-knit family are forced to decide how the story will end.",http://netflixroulette.net/api/posters/60024696.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
302,Pulp Fiction,1994,4,Oscar-winning Movies,"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Harvey Keitel, Tim Roth, Amanda Plummer, Ving Rhames, Eric Stoltz, Maria de Medeiros",Quentin Tarantino,"Weaving together three stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer, Quentin Tarantino influenced a generation of filmmakers with this crime caper's stylized, over-the-top violence and dark comic spirit.",http://netflixroulette.net/api/posters/880640.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
303,Cop Land,1997,3,Dramas,"Sylvester Stallone, Harvey Keitel, Ray Liotta, Robert De Niro, Peter Berg, Janeane Garofalo, Robert Patrick, Michael Rapaport, Annabella Sciorra, Noah Emmerich",James Mangold,"Following a controversial shooting involving a police officer, a small-town sheriff teams up with a New York City internal affairs investigator and uncovers a possible connection to the mob.",http://netflixroulette.net/api/posters/60036640.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
304,Blindside (1986),1986,2,Action & Adventure,"Harvey Keitel, Lori Hallier, Lolita Davidovich, Michael Rudder, Alan Fawcett, James Kidnie, Kenneth McGregor, Sam Malkin, Sugith Varughese",Paul Lynch,"Harvey Keitel plays Penfield Gruber, a once great scientist, reduced to managing a sleazy hotel. Gruber monitors the daily comings and goings of his tenants, mainly for his own interest, until underworld figures ask him to spy on a suspected double-crosser. While watching the man, Gruber overhears a murder plot",http://netflixroulette.net/api/posters/70230309.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
305,Reservoir Dogs,1992,4,Independent Movies,"Harvey Keitel, Tim Roth, Michael Madsen, Steve Buscemi, Chris Penn, Lawrence Tierney, Edward Bunker, Quentin Tarantino, Randy Brooks, Kirk Baltz",Quentin Tarantino,"Quentin Tarantino's directorial debut is raw, violent, often mimicked -- and unforgettable. A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors unravel.",http://netflixroulette.net/api/posters/902003.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
306,Thelma & Louise,1991,3,Oscar-winning Movies,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen, Brad Pitt, Christopher McDonald, Stephen Tobolowsky, Timothy Carhart, Lucinda Jenney, Jason Beghe",Ridley Scott,"Fed up with her boyfriend, live-wire Arkansas waitress Louise Sawyer (Susan Sarandon) persuades her friend Thelma Dickinson (Geena Davis), a na&#239;ve housewife burdened with a negligent, sexist husband, to hit the road with her for a simple weekend of freedom. But after accidentally killing a man, the two friends wind up outlaws blazing a cathartic trail across America. Callie Khouri won an Academy Award for Best Screenplay.",http://netflixroulette.net/api/posters/60027016.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
307,Blue in the Face,1995,3,Comedies,"Harvey Keitel, Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham, Jim Jarmusch, Lily Tomlin, Jared Harris, Giancarlo Esposito, Malik Yoba","Wayne Wang, Paul Auster, Harvey Wang","As a stand-alone movie or as a companion to the critically acclaimed Wayne Wang movie Smoke, this faux-documentary captures improvised scenes using the same cast as Wang's movie and others who dropped by during filming.",http://netflixroulette.net/api/posters/60026326.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
308,Smoke,1995,3,Comedies,"William Hurt, Harvey Keitel, Stockard Channing, Ashley Judd, Giancarlo Esposito, José Zúñiga, Stephen Gevedon, Jared Harris, Harold Perrineau, Forest Whitaker",Wayne Wang,"A Brooklyn cigar store anchors the vignettes that make up this lyrical Wayne Wang movie written by famous author Paul Auster. Auggie (Harvey Keitel), the store manager, is surprised by a visit from his ex-wife, who says their daughter is in trouble. Rashid (Harold Perrineau Jr.), a runaway searching for his father (Forest Whittaker), saves Auggie's customer, Paul (William Hurt), from being hit by a car, and changes his life forever.",http://netflixroulette.net/api/posters/60026334.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
309,The Piano,1993,3,Oscar-winning Movies,"Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker, Genevieve Lemon, Tungia Baker, Ian Mune",Jane Campion,"Holly Hunter stars as Ada McGrath, a mute but strong-willed 19th-century Scottish expatriate who arrives in New Zealand with her daughter (Anna Paquin) and her beloved piano in tow. Although betrothed to a landowner (Sam Neill), she's pulled into an affair with a laborer (Harvey Keitel). Hunter and Paquin both won Oscars for their performances in this haunting drama from writer-director Jane Campion.",http://netflixroulette.net/api/posters/856048.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
310,Bad Lieutenant,1992,3,Dramas,"Harvey Keitel, Victor Argo, Paul Calderon, Robin Burrows, Frankie Thorn, Leonard L. Thomas, Victoria Bastel, Paul Hipp",Abel Ferrara,"This gritty, visceral crime drama puts an out-of-control police lieutenant on a collision course with disaster. A survivor of the streets, this junkie, thief and killer is forced to confront his private demons when he investigates the rape of a nun.",http://netflixroulette.net/api/posters/279488.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
311,Clockers,1995,3,Dramas,"Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer, Isaiah Washington, Keith David, Pee Wee Love, Spike Lee, Martin Scorsese",Spike Lee,"Strike is from the mean streets, working his way up in the drug rackets. When a local kingpin tips him off to an opportunity for advancement, a rival dealer is killed, and Strike gets caught between two homicide detectives. Directed by Spike Lee, produced by Martin Scorsese and adapted from a Richard Price novel, Clockers was ""one of 1995's most powerful films,"" according to Jeffrey Lyons of Sneak Previews.",http://netflixroulette.net/api/posters/383421.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
312,Fairy Tale: A True Story,1997,3,Children & Family Movies,"Florence Hoath, Elizabeth Earl, Paul McGann, Phoebe Nicholls, Peter O'Toole, Bill Nighy, Bob Peck, Tim McInnerny, Mel Gibson, Harvey Keitel",Charles Sturridge,"In this charming fantasy, two precocious cousins discover sprites in their garden -- and to prove the pixies exist, the girls produce photographic evidence that draws worldwide attention. But are the fairies real, or is it all a hoax?",http://netflixroulette.net/api/posters/60031714.jpg,2016-04-29 03:17:38 UTC,2016-04-29 03:17:38 UTC
